Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
24,Male,United States,No,No,No,Unknown, 26-100,No,Yes,Yes,Unknown,Yes,Yes,Yes,Very easy,No,No,Unknown,Unknown,No,Maybe,Yes,No
25,Male,Canada,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,No,Unknown,Don't know,Unknown,Yes,Unknown,Unknown,No,No,No,No,No
31,Male,United States,No,No,No,Unknown, 100-500,No,No,Unknown,No,No,No,Yes,Somewhat easy,Unknown,No,No,No,No,Yes,No,No
45,Male,Ireland,Yes,No,Yes,Often, 1-5,No,Yes,No,No,No,No,Don't know,Very difficult,No,No,No,No,No,No,Unknown,No
29,Other,Romania,No,No,No,Unknown, 6-25,Yes,No,No,Yes,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,Maybe,Maybe,No,No
46,Other,United States,No,No,No,Never, 26-100,No,Yes,Yes,Unknown,Yes,Unknown,Don't know,Very easy,No,No,Unknown,Unknown,Maybe,Maybe,Unknown,No
30,Male,United Kingdom,No,No,Yes,Sometimes, 26-100,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Yes,Unknown,No,No,No,Maybe,Unknown,No
29,Other,United States,Yes,No,No,Sometimes, 1000+,No,Yes,Yes,Unknown,Unknown,No,Don't know,Very easy,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
24,Male,United States,No,No,No,Unknown, 1000+,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,No,No,No,No,Maybe,Unknown,No
29,Male,United States,No,No,No,Unknown, 26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Unknown,Yes,No,Maybe,Yes,No
35,Male,United States,No,No,No,Unknown, 26-100,No,No,Unknown,Unknown,No,Unknown,Don't know,Unknown,No,No,Yes,Yes,No,No,No,No
33,Other,United States,No,Yes,No,Sometimes, 26-100,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,Unknown,Unknown,Unknown,No,Maybe,No,No
27,Male,United States,No,No,No,Sometimes, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Very easy,Yes,No,No,No,No,Maybe,No,No
36,Male,United States,No,No,No,Unknown, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Unknown,No
33,Male,United Kingdom,No,No,No,Rarely, 1-5,Yes,Yes,Unknown,No,No,No,Don't know,Unknown,Yes,Unknown,No,No,No,Maybe,No,No
25,Other,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,No,No,Yes,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
23,Male,United States,No,Yes,Yes,Sometimes, 100-500,No,No,Unknown,No,No,No,Don't know,Unknown,No,No,Yes,Yes,Maybe,Yes,Unknown,No
54,Other,United States,No,Yes,Yes,Never, 1000+,No,Yes,Unknown,No,Yes,Yes,Don't know,Unknown,No,No,No,Yes,No,No,Unknown,No
22,Male,United States,No,No,No,Sometimes, 1000+,No,Yes,Unknown,No,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,No,No,Maybe,Unknown,No
25,Other,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Yes,No
29,Male,Belgium,No,No,No,Often, 6-25,No,No,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Yes,Yes,Maybe,Maybe,Unknown,No
27,Male,United States,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,No,No,No,Yes,Yes,No
30,Male,United Kingdom,No,No,No,Never, 6-25,No,Yes,No,No,No,Unknown,Don't know,Very easy,No,No,Unknown,Yes,No,Maybe,Yes,No
26,Male,United States,No,Yes,Yes,Often, 1000+,No,Yes,Yes,Unknown,Unknown,Yes,Don't know,Unknown,Unknown,No,Unknown,No,No,No,Unknown,No
25,Other,Sweden,No,Yes,No,Sometimes, 6-25,No,Yes,Yes,Yes,Yes,No,Don't know,Somewhat easy,No,No,Unknown,Yes,No,No,No,No
31,Male,United States,No,No,Yes,Sometimes, 500-1000,No,No,No,Yes,No,Unknown,Yes,Unknown,No,No,Unknown,No,No,No,No,No
33,Other,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Unknown,No
34,Other,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,No,Unknown,No
34,Male,United States,No,No,Yes,Sometimes, 100-500,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Yes,Yes,Unknown,Unknown,No,Maybe,Unknown,No
29,Other,United States,Yes,No,No,Unknown, 1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
33,Other,United States,No,No,No,Unknown, 6-25,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Unknown,No,Unknown,Unknown,No,No,Unknown,No
34,Male,Germany,Yes,Yes,Yes,Rarely, 26-100,Yes,Yes,No,No,No,Unknown,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No
26,Male,United States,Yes,Yes,Yes,Rarely, 100-500,Yes,No,No,No,No,Unknown,No,Unknown,Unknown,No,Unknown,Yes,No,Yes,No,No
32,Male,United States,No,Yes,Yes,Rarely, 1000+,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,Unknown,Yes,No,Yes,Yes,No
28,Male,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Somewhat difficult,Unknown,Unknown,No,No,No,No,No,No
35,Male,United States,No,Yes,No,Unknown, 1000+,No,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Unknown,Yes,No,No,Unknown,No
36,Male,United States,No,Yes,Yes,Often, 100-500,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Unknown,Unknown,No,No,Unknown,No
21,Male,United States,No,Yes,Yes,Rarely, 100-500,No,Yes,Yes,No,No,Unknown,Yes,Unknown,No,No,Yes,Yes,Maybe,Maybe,Unknown,No
21,Male,United Kingdom,No,No,Yes,Sometimes, 6-25,No,No,Unknown,Unknown,No,No,No,Very easy,Yes,No,Unknown,No,No,Maybe,No,No
22,Other,United States,No,No,No,Unknown, 1000+,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,No,No,No,Unknown,No,No,Yes,No
41,Other,United States,No,Yes,Yes,Often, 1000+,No,Yes,Yes,No,Yes,Yes,Don't know,Somewhat difficult,Unknown,No,Yes,Unknown,No,Maybe,No,Yes
55,Other,United States,No,Yes,Yes,Rarely, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
32,Other,United States,No,No,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Unknown,No,Unknown,Yes,No,Maybe,Yes,No
21,Other,United States,No,Yes,Yes,Rarely, 26-100,No,Yes,Unknown,Unknown,Unknown,No,Don't know,Somewhat easy,Yes,No,Unknown,No,No,Yes,Unknown,No
45,Other,United States,No,No,Yes,Never, 26-100,Yes,Yes,Yes,Yes,Unknown,Unknown,Don't know,Unknown,Unknown,No,No,Unknown,No,Maybe,Unknown,No
27,Other,United States,No,No,Yes,Rarely, 1000+,No,Yes,Yes,Yes,No,No,Yes,Unknown,Yes,Unknown,No,No,No,No,No,No
25,Other,United States,No,Yes,Yes,Sometimes, 26-100,Yes,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Unknown,Yes,No,No,Yes,No
34,Female,United States,No,Yes,Yes,Rarely, 1000+,No,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No
26,Other,United States,No,Yes,Yes,Never, 1000+,No,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,No,No,No,No,No,Unknown,No
41,Male,Canada,No,No,Yes,Never, 500-1000,No,Yes,Yes,Unknown,No,Unknown,Don't know,Somewhat easy,No,No,Unknown,Unknown,No,No,Unknown,No
27,Male,United States,No,No,Yes,Rarely, 1000+,No,Yes,Yes,No,Yes,Yes,Yes,Unknown,No,No,Unknown,Yes,No,Maybe,Yes,No
31,Other,United States,No,Yes,Yes,Sometimes, 26-100,Yes,Yes,Yes,No,No,No,Don't know,Unknown,No,No,Yes,Yes,No,No,Unknown,No
25,Male,Germany,No,Yes,Yes,Often, 26-100,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,No,No
26,Other,United States,No,No,Yes,Sometimes, 6-25,No,Yes,Unknown,No,No,No,Don't know,Unknown,Yes,Yes,Unknown,No,No,No,No,No
27,Other,United States,No,Yes,Yes,Rarely, 1000+,Yes,Yes,Yes,Yes,No,Unknown,Don't know,Unknown,Unknown,Unknown,No,Yes,No,No,Unknown,No
42,Male,New Zealand,No,No,No,Never, 500-1000,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,No,No,Unknown,Yes,Maybe,Maybe,Unknown,No
29,Other,United States,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Yes,No,Unknown,No,No,Maybe,No,No
25,Other,United States,No,No,Yes,Sometimes, 6-25,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat difficult,Yes,No,Unknown,No,No,Maybe,Unknown,No
33,Other,Sweden,No,Yes,Yes,Rarely, 1000+,No,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,No,Unknown,No,No,Yes,Unknown,No
40,Other,United States,No,Yes,Yes,Rarely, 1000+,No,No,Yes,No,Unknown,Unknown,Don't know,Somewhat easy,Unknown,Unknown,No,No,No,No,Unknown,No
31,Male,United States,No,No,No,Never, 1000+,No,Yes,Unknown,No,No,Unknown,Don't know,Somewhat easy,Yes,No,Unknown,No,No,No,Unknown,No
26,Male,Canada,No,Yes,Yes,Often, 26-100,Yes,Yes,Unknown,No,Unknown,Unknown,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No
24,Other,United States,No,Yes,No,Unknown, 500-1000,No,No,No,No,No,No,No,Very difficult,Yes,Unknown,No,No,No,Maybe,No,Yes
29,Male,United States,No,No,No,Never, 1000+,No,No,Yes,Unknown,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Unknown,No
48,Other,United Kingdom,No,No,No,Unknown, 26-100,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,Unknown,No,No,No,No,No,No
35,Male,United Kingdom,No,No,No,Sometimes, 6-25,No,Yes,No,No,No,No,Don't know,Very difficult,Unknown,Unknown,Unknown,Yes,No,Maybe,No,Yes
32,Other,United States,No,No,No,Never, 100-500,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Unknown,No,No,Unknown,No,Maybe,Unknown,No
29,Male,Canada,No,No,Yes,Sometimes, 100-500,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Somewhat easy,Unknown,No,Unknown,Unknown,No,Maybe,Yes,No
26,Male,United States,No,Yes,Yes,Often, 6-25,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Unknown,No,Unknown,Yes,No,No,No,No
28,Male,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,Maybe,No,No
23,Male,United States,No,No,No,Unknown, 1000+,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,No,No,Unknown,Yes,No,Maybe,No,No
35,Other,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,Yes,Yes,No,No,Don't know,Very difficult,Unknown,Unknown,Unknown,Unknown,No,Maybe,No,Yes
29,Male,Germany,No,Yes,Yes,Sometimes, 26-100,No,Yes,Unknown,No,No,No,Don't know,Very easy,Unknown,No,Unknown,Unknown,Maybe,Maybe,Unknown,No
26,Male,United States,No,Yes,No,Unknown, 6-25,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Unknown,Yes,Maybe,Maybe,No,No
33,Male,United States,No,Yes,Yes,Never, 26-100,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Unknown,Yes,Unknown,Yes,Unknown,No,No,Yes,No
33,Male,United States,No,No,No,Unknown, 1000+,Yes,Yes,Unknown,No,Unknown,Unknown,Don't know,Unknown,Yes,No,Unknown,No,No,Maybe,Yes,No
22,Male,Brazil,Yes,No,No,Never, 6-25,Yes,Yes,Unknown,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,No,Unknown,No
30,Other,Spain,No,Yes,No,Unknown, 500-1000,No,Yes,No,No,No,No,Don't know,Unknown,Yes,Unknown,No,No,No,No,Unknown,No
33,Male,United States,No,Yes,Yes,Often, 1000+,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No
31,Other,United States,No,Yes,Yes,Rarely, 1000+,No,No,Unknown,Unknown,No,Unknown,Don't know,Very difficult,Yes,Unknown,No,No,No,Maybe,No,No
21,Male,United States,No,Yes,No,Never, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Unknown,No,Maybe,Unknown,Yes
31,Other,United Kingdom,No,Yes,Yes,Sometimes, 1000+,No,Yes,Unknown,No,No,No,Don't know,Unknown,Yes,Unknown,No,No,No,Yes,Yes,No
26,Other,United States,No,No,Yes,Sometimes, 100-500,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Somewhat difficult,No,No,Unknown,Unknown,No,No,Yes,No
30,Male,United States,No,Yes,No,Often, 6-25,No,Yes,Unknown,No,No,Unknown,Don't know,Somewhat easy,Unknown,No,Unknown,Yes,No,No,Unknown,No
30,Other,Germany,No,Yes,Yes,Sometimes, 100-500,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,No,No
23,Male,India,No,No,No,Unknown, 6-25,No,Yes,No,No,No,No,Don't know,Unknown,No,No,Unknown,Yes,Maybe,Maybe,No,No
34,Male,Finland,No,No,No,Never, 6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Unknown,No
55,Other,United States,No,Yes,Yes,Sometimes, 1-5,Yes,Yes,No,Yes,No,Unknown,Don't know,Unknown,Yes,Unknown,No,No,No,No,No,Yes
28,Male,Germany,No,Yes,Yes,Rarely, 1-5,Yes,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
26,Other,Uruguay,No,No,No,Unknown, 26-100,Yes,Yes,Unknown,No,Unknown,No,Don't know,Unknown,No,No,Unknown,No,No,Yes,Unknown,No
28,Male,New Zealand,No,Yes,Yes,Sometimes, 6-25,Yes,Yes,Yes,Yes,Yes,No,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
32,Male,United Kingdom,No,Yes,Yes,Sometimes, 6-25,No,Yes,No,No,No,Unknown,Don't know,Somewhat easy,No,No,Unknown,Yes,No,No,Unknown,No
28,Other,United States,No,No,Yes,Rarely, 1000+,No,No,Yes,Yes,No,Unknown,Don't know,Unknown,Unknown,No,No,No,No,No,Unknown,No
21,Other,United States,No,No,No,Sometimes, 6-25,No,No,Unknown,Unknown,No,Yes,Yes,Unknown,No,No,Unknown,Unknown,Maybe,Maybe,Yes,No
24,Male,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Yes,No,Unknown,Unknown,No,Maybe,No,Yes
26,Other,United States,No,No,No,Unknown, 1000+,No,No,Yes,Unknown,Yes,Unknown,Don't know,Unknown,Unknown,No,Unknown,No,No,No,Unknown,No
23,Male,United States,No,No,No,Unknown, 1000+,No,No,Yes,No,No,No,Don't know,Unknown,No,No,Yes,No,No,Yes,Unknown,No
24,Other,United States,No,No,No,Unknown, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Unknown,Unknown,Yes,Yes,Yes,No
28,Male,Canada,Yes,No,No,Never, 100-500,Yes,Yes,Unknown,No,No,No,Don't know,Somewhat easy,Unknown,No,Unknown,Yes,No,No,Yes,No
24,Other,United States,No,Yes,Yes,Rarely, 6-25,No,Yes,No,No,No,No,Don't know,Very easy,Yes,No,No,Unknown,No,Yes,Yes,No
33,Male,United States,Yes,No,Yes,Often, 1-5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,No
34,Male,United States,No,No,No,Sometimes, 26-100,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Yes,Yes,No,Maybe,Unknown,No
27,Other,United States,No,No,Yes,Sometimes, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat difficult,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
28,Male,United States,No,No,No,Never, 6-25,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
26,Male,United States,No,No,No,Unknown, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,Yes
20,Male,Australia,No,No,No,Unknown, 100-500,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Very easy,No,No,Unknown,Yes,No,No,Unknown,No
23,Other,United States,No,No,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,No,No,Maybe,Unknown,No
29,Male,United States,No,Yes,Yes,Rarely, 1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
26,Male,United Kingdom,No,Yes,No,Sometimes, 6-25,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,Unknown,No,No,No,Maybe,No,No
36,Male,United States,No,No,No,Rarely, 1000+,Yes,Yes,Yes,No,Yes,Unknown,Don't know,Somewhat easy,Unknown,No,No,No,No,No,Unknown,No
41,Other,United States,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Yes,Maybe,Yes,Yes,Yes
33,Other,United States,No,No,No,Unknown, 100-500,Yes,Yes,Yes,No,Unknown,No,Don't know,Unknown,No,No,Unknown,Yes,No,No,Yes,No
23,Other,Canada,No,Yes,Yes,Sometimes, 6-25,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
39,Male,United States,No,Yes,No,Often, 1000+,No,Yes,Yes,No,No,Unknown,Don't know,Unknown,Yes,No,Unknown,Unknown,No,Maybe,No,Yes
34,Other,United States,No,Yes,No,Unknown, 1000+,No,Yes,Yes,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,Unknown,Yes
26,Other,United States,No,No,Yes,Sometimes, 100-500,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Unknown,Unknown,Unknown,No,No,No,Yes
24,Male,United States,No,No,Yes,Rarely, 26-100,No,Yes,Yes,Yes,Yes,No,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
37,Male,Canada,No,Yes,Yes,Rarely, 1000+,No,No,Yes,Yes,Yes,Yes,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
43,Male,United States,Yes,Yes,Yes,Often, 6-25,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
40,Other,United States,No,Yes,No,Never, 1000+,No,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,No,Unknown,No,Maybe,Yes,No
30,Male,United States,No,Yes,Yes,Often, 1000+,No,Yes,Yes,Yes,Yes,No,Don't know,Very difficult,Yes,No,Unknown,No,No,No,No,Yes
34,Other,United States,No,No,Yes,Sometimes, 6-25,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Yes,Yes,Unknown,No,No,No,Unknown,No
27,Male,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,Yes,No,No,No,No,Yes,Unknown,No
36,Male,United States,No,No,No,Sometimes, 1000+,No,Yes,Unknown,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Unknown,No
27,Male,Brazil,No,No,No,Rarely, 6-25,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Unknown,No,Unknown,Unknown,No,Maybe,No,No
35,Male,Netherlands,No,Yes,No,Never, 100-500,No,Yes,Yes,No,No,No,Yes,Unknown,Yes,No,No,No,No,Maybe,Unknown,No
32,Male,United Kingdom,No,No,No,Never, 6-25,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,Yes,Yes,No
37,Other,United States,No,No,No,Unknown, 500-1000,No,Yes,Yes,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
29,Male,United Kingdom,No,No,No,Unknown, 26-100,No,Yes,Unknown,No,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
33,Other,United States,No,No,No,Never, 500-1000,No,Yes,Yes,Unknown,Yes,Yes,Don't know,Very easy,Unknown,No,Unknown,Yes,No,No,Yes,No
28,Other,United States,No,No,No,Sometimes, 6-25,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,Yes,Unknown,Unknown,No,No,No,Unknown,No
26,Other,United States,No,Yes,No,Never, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat difficult,Unknown,Unknown,Unknown,No,No,Maybe,No,No
27,Other,United States,No,Yes,Yes,Sometimes, 6-25,Yes,Yes,Unknown,No,Yes,Unknown,Don't know,Somewhat easy,Yes,No,Unknown,Yes,No,Maybe,Yes,No
38,Male,United Kingdom,Yes,No,Yes,Sometimes, 26-100,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Unknown,Unknown,Unknown,Yes,No,Maybe,Yes,No
57,Other,United States,No,Yes,Yes,Rarely, 1000+,No,Yes,Yes,Yes,No,No,Don't know,Unknown,Unknown,No,Unknown,Yes,No,Maybe,No,No
28,Male,United Kingdom,No,No,Yes,Sometimes, 1000+,No,Yes,No,No,No,No,No,Very difficult,Yes,Unknown,No,Unknown,No,Maybe,No,No
26,Male,France,No,No,No,Never, 6-25,No,Yes,No,Yes,No,No,Don't know,Unknown,Unknown,No,Yes,Yes,Maybe,Maybe,No,No
42,Other,Netherlands,No,No,Yes,Rarely, 100-500,Yes,Yes,Yes,Yes,No,No,Yes,Unknown,Yes,No,Unknown,No,No,Maybe,Unknown,No
31,Male,United States,No,No,Yes,Sometimes, 100-500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Unknown,Yes,No,No,Yes,No
58,Male,United States,No,No,Yes,Rarely, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Unknown,No,Unknown,Yes,No,Yes,Yes,No
29,Male,United States,No,No,No,Sometimes, 6-25,No,Yes,Unknown,No,No,No,Don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No
39,Other,United Kingdom,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,No,Yes,Don't know,Unknown,Yes,No,Unknown,Unknown,No,Maybe,No,Yes
34,Male,United States,No,No,No,Sometimes, 6-25,Yes,Yes,Unknown,No,No,No,Don't know,Very difficult,Unknown,No,Unknown,Yes,No,Maybe,Unknown,No
57,Male,United States,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,Unknown,Yes,Yes,Don't know,Unknown,Unknown,Unknown,No,No,No,Maybe,Unknown,No
27,Male,Germany,No,Yes,Yes,Sometimes, 6-25,No,Yes,No,Unknown,No,No,Don't know,Somewhat difficult,Yes,Unknown,Unknown,No,No,No,No,Yes
23,Male,Germany,Yes,Yes,Yes,Often, 26-100,Yes,Yes,Unknown,No,Unknown,Unknown,Don't know,Unknown,No,Unknown,Yes,Yes,Maybe,Yes,Unknown,No
18,Male,Finland,No,No,No,Unknown, 500-1000,Yes,No,Unknown,No,No,Unknown,Don't know,Very easy,Yes,No,No,No,No,Maybe,Unknown,No
30,Other,United States,No,No,No,Unknown, 100-500,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Unknown,No,Unknown,Yes,No,Maybe,Unknown,No
23,Male,United States,No,No,No,Never, 26-100,No,No,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Yes,Yes,Maybe,Yes,Yes,No
43,Other,United States,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Unknown,No,No,No,Yes,Unknown,No
18,Other,United Kingdom,No,Yes,Yes,Sometimes, 1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,Maybe,Maybe,Unknown,No
29,Male,United States,No,No,Yes,Rarely, 6-25,No,Yes,Yes,Yes,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,Maybe,Unknown,No
48,Other,United States,No,No,No,Never, 6-25,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Unknown,No,No,No,No,Maybe,Unknown,No
43,Male,Germany,No,No,Yes,Sometimes, 26-100,No,No,No,Yes,Unknown,No,Don't know,Somewhat easy,Unknown,No,Unknown,Unknown,No,Yes,No,Yes
28,Other,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Yes,Unknown,Unknown,No,No,Maybe,Unknown,No
30,Male,United States,Yes,Yes,Yes,Often, 1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
26,Male,Israel,No,No,No,Sometimes, 6-25,No,Yes,No,No,No,No,Yes,Very easy,Unknown,No,Unknown,Yes,No,Maybe,Yes,No
33,Male,Italy,No,No,No,Never, 6-25,No,No,No,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No
31,Male,United States,No,No,No,Unknown, 1000+,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,No,No,No,Unknown,No,No,Yes,No
30,Other,United States,No,No,No,Rarely, 100-500,No,No,Unknown,Unknown,No,No,Don't know,Unknown,No,No,Unknown,Unknown,No,No,Unknown,No
27,Male,Israel,No,No,No,Unknown, 26-100,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,No,Unknown,No,No,Maybe,No,Yes
24,Other,United States,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,No,No,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Unknown,No,No,Unknown,Yes
25,Male,United States,No,No,No,Unknown, 26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,No,No,No,Unknown,No
23,Other,United States,No,Yes,Yes,Often, 1000+,No,Yes,Yes,Unknown,Unknown,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Yes,Yes
36,Other,United States,No,No,Yes,Sometimes, 1000+,No,No,Yes,Unknown,No,No,Don't know,Somewhat difficult,Yes,Unknown,Unknown,No,No,No,No,Yes
25,Other,United States,Yes,Yes,Yes,Often, 1-5,Yes,Yes,Unknown,Unknown,No,No,Yes,Somewhat difficult,Yes,No,Unknown,No,No,Maybe,No,Yes
